"page","line","text"
37,20,"A We had been pressed by and others for me to talk to"
37,21,"[EE (ph) to - in the hopes of convincing me of the"
37,22,"constitutional quality of taking an action about having a committee meeting or"
37,23,"doing -- now, it was shifted more to -- let's see -- yes, more to the electors, and that there"
37,24,"was this, you know, high-level legal minds and decisions on this, not court decisions, but"
37,25,"legal decisions, you know, thoughts, papers, and that I should talk to [, one"
37,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767592"
38,1,"of the highest constitutional lawyers in the country. Andsolsaid, sure. I shouldn't say"
38,2,"lsaid sure. That sounds flippant. Iacquiesced. Isaid: I would like to know if there"
38,3,"is any evidence that anybody has and if there's any legal precedence or thoughts on the"
38,4,"issue."
38,5,"And that -- and so EE -- I don't know, but I was told"
38,6,"ǩ [knew from sometime back in California when he was a"
38,7,"candidate for attorney general, knew him from other associations. And he talked to me"
38,8,"about the man, and that he was, you know, he had a reputation, and that it would be"
38,9,"good at least to hear it. I mean, he would -- nobody was a cheerleader for the"
38,10,"conversation, but -- I mean, on my staff. There were cheerleaders but not from my"
38,11,"staff. And so we took that call."
38,12,"Q_ Can you describe the phone call for us?"
38,13,"A It was lengthy. And --"
38,14,"Q_ Well, how about a very high-level summary of what was covered in the call"
38,15,"with SE on January 4th."
38,16,"A Well, one of the things was about what the plenary power of authority of the"
38,17,"legislature would be and where we would secure that. We talked about the -- the only"
38,18,"other kind of a close decision in the area of Article Il was the Hawaii case with President"
38,19,"Nixon and Mr. -- and President Kennedy and how those two competing groups ended up"
38,20,"being a factor."
38,21,"And -- but the -- but the principle that I -- we -- I talked about was that, as it was"
38,22,"explained, I said, but the issue wasn't whether or not there was fraud; the issue was -- is"
38,23,"that -- well, there might have been. Who knows. The issue was that you had a"
38,24,"recount, a mandatory recount because the vote was within the margin of error, or it was"
38,25,"within the margin of Hawaiian law, and so they had a recount. And, in the recount, the"
38,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767593"
39,1,"vote flipped."
39,2,"And so now you had already chosen one group and now another one went back,"
39,3,"and how ironic it was that the Vice President would be the President of the Senate and"
39,4,"would take the decision and chose for Kennedy, and -- but that showed -- it was the"
39,5,"pleading of ( that that showed that the powers of the legislature were such"
39,6,"that they could reach into that arena."
39,7,"And we talked about how much illegal evidence would have to be present just to"
39,8,"decertify or to -- and the timeline when that would have to happen. We talked about"
39,9,"the investigations being ongoing; we haven't yet determined whether any illegal votes"
39,10,"even affected the outcome, and yet we should take this decision, and that shouldn't we"
39,11,"at least get some resolution to the amount of fraud necessary in order to even get the"
39,12,"resolution to decertify the electors?"
39,13,"And a lot of things were talked -- and his general outtake was that: It's a difficult"
39,14,"decision. _ It's -- but the power does lie with you."
39,15,"And Isaid: But it doesn't lie with me solely. __ It's -- again, back to Arizona law"
39,16,"and how you can't just pull yourself into session."
39,17,"And I'm sure he understood that nine Democrats weren't going to come marching"
39,18,"down there and vote to decertify their own President's candidate or the electors and how"
39,19,"it's impossible."
39,20,"And he said, well, then -- I think part of the discussion was: Well, don't use"
39,21,"them. Youdon'tneedthem. You just needa majority. Call a majority together."
39,22,"That's a majority of the legislature. Take the decision. Let the courts sort it out."
39,23,"And --"
39,24,"Q_ So--"
39,25,"A Goahead."
39,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767594"
40,?,"Q_ Canlinterrupt you there? I want to break down some of the things that"
40,?,"you said there. When you -- when you -- let me ask you this way. Did you tell"
40,?,"HER 50) the call that you had still not received the proof of the claims of fraud that"
40,?,"had been made and even though it had been promised to you by EE On multiple"
40,?,"occasions?"
40,?,"A ___I-- it would make sense that I did, because I kept saying when are we going"
40,?,"to get this proof to everybody."
40,?,"I got a notice that my battery is running low and so my image is going to stall for"
40,?,"just a second while I put this thing in."
40,?,"HR. Go right ahead."
40,?,"GE. ct's go off the record for just a second."
40,?,"[Recess.]"
40,?,"a"
40,?,"Q_ We'll go back on the record."
40,?,"A Again --"
40,?,"Q So, NS, cid -- how did {J respond when you told him"
40,?,"that you still didn't have proof of the claims of election fraud that you had been"
40,?,"demanding?"
40,?,"A I think he kind of laid out a course of steps of what they would -- of what was"
40,?,"being asked in this conversation. It wasn't only a conversation to inform me. It was a"
40,?,"conversation to get somewhere."
40,?,"Q__ So what were the --"
40,?,"A _ The first was that we would -- that we would certify an alternative slate -- an"
40,?,"alternate slate of electors and that if there isn't enough evidence of illegal votes to throw"
40,?,"the election to Biden and that he was asking to certify another slate of electors."
40,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767595"
41,1,"Q_ Was there some alternative that he offered or suggested?"
41,2,"A And then the second was, if investigations -- I'm reading from the note: If"
41,3,"investigations are ongoing and the legislature can't yet determine whether illegal votes"
41,4,"affected the outcome of the election, then at least get a resolution that decertifies the"
41,5,"existing slate."
41,6,"So both -- both one and two focused on a justification of sorts to decertify. And"
41,7,"then, if that wasn't enough, that at least -- we -- J had passed around a letter,"
41,8,"which I vociferously and strongly asked my colleagues, please, get off the letter campaign"
41,9,"where everybody has to -- is being asked to sign on whatever it might be to asking"
41,10,"this -- the counties to do that, sending a letter to Congress. This just divides us and"
41,11,"hurts -- it's going to be used in campaigns that you didn't do this and you didn't do that"
41,12,"and why didn't you stand up -- so that -- here we came again that I would -- I was being"
41,13,"asked by EE to sign a letter from J that he had circulated asking"
41,14,"Mr. Pence to not certify the election and to do that before the 6th of January. That was"
41,15,"the third ask. If you can't decertify them or are not willing to decertify them, blah, blah,"
41,16,"blah, at least be willing to sign on to ask Pence not to certify until sufficient information"
41,17,"can be obtained in the lack of evidence, you know, at least hold it off, it's too quick type"
41,18,"of thing."
41,19,"BY a:"
41,20,"Q_ Thank you, J. And did you respond to i"
41,21,"suggestions of these possible courses of action for you in a similar manner as you did"
41,22,"when similar suggestions were made by iy. including on that first phone call"
41,23,"with President Trump?"
41,24,"A Yes. Again, we went through my oath and that I wasn't going to"
41,25,"experiment with my oath, that I -- that mentality. I wasn't going to play with the oath of"
41,?,"SUBJECT TO PROTECTIVE ORDER SCO-00767596"
42,?,"SUBJECT TO PROTECTIVE ORDER"
42,?,"office, that I could see that the explanation, there is a part of the Constitution that might"
42,?,"be construed to give an authority. It's never been used. And nowit's the time for me"
42,?,"to have the courage to stand up and declare what it means, and that I was going -- me"
42,?,"and my State, we were going to take this previously unused stance at a time of enormous"
42,?,"consequence, and that I wasn't going to do that, that in the absence of proof that would"
42,?,"get me even pause that I wasn't going to take such an action."
42,?,"Q__ And, notwithstanding your response to i, did he"
42,?,"nonetheless still encourage you to take some action and allow the courts to sort it out?"
42,?,"A Thatis correct. He just said: Well, just do it and let the courts sort it"
42,?,"through. Let it work through the courts."
42,?,"And I just said: Yeah, I'm not going to do that. I appreciate, you know, the call,"
42,?,"et cetera, but we're not going to -- I'm not going to play with my State, and I'm not going"
42,?,"to play with the oath. We're not going to do that."
42,?,"Q Understood. I'm sorry --"
42,?,"A Andso that wasit. I did ask him --"
42,?,"HE, ou connection is not very good right now --"
42,?,"-- okay. Can you hear me?"
42,?,"Yes. That's much better. Wesee you now."
42,?,"> Pp F LY"
42,?,"Okay."
42,?,"Q_ We lost just a little bit of your answer. I know that you were responding to"
42,?,"my question, that I believe I heard you say that I did recommended that you"
42,?,"nonetheless take some action and allow the courts to sort it out. And I believe that I"
42,?,"heard you say that he encouraged you to just do it and let them -- let the --"
42,?,"A Yes. Just go ahead, just do it and let the courts -- I said: Seriously, with all"
